farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha,fertilizer_emissions_kg_co2e,fuel_emissions_kg_co2e,electricity_emissions_kg_co2e,irrigation_energy_emissions_kg_co2e,carbon_footprint_kg_co2e_per_ha
FARM-01204,Maize,192.14,85.87,4820.86,407.25,695.0801742857143,230.13160000000002,203.625,361.56449999999995,1490.4012742857144
FARM-01205,Maize,210.7,72.58,4373.04,318.06,762.2222999999999,194.5144,159.03,327.978,1443.7447
FARM-01206,Wheat,127.8,49.5,3699.84,241.57,462.32562857142864,132.66,120.785,277.488,993.2586285714285
FARM-01207,Cotton,131.44,70.65,7234.93,402.74,475.49358857142863,189.342,201.37,542.61975,1408.8253385714286
FARM-01208,Soybean,46.72,56.74,4168.66,1011.8372946050192,169.01293714285714,152.06320000000002,505.9186473025096,312.6495,1139.6442844453668
FARM-01209,Rice,141.37,81.58,9986.97,535.7,511.416072857143,218.6344,267.85,749.02275,1746.923222857143
FARM-01210,Cotton,415.5587836208324,88.63,7914.78,337.99,1503.31358251862,237.5284,168.995,593.6084999999999,2503.44548251862
FARM-01211,Wheat,116.71,55.05,4165.95,222.58,422.20676142857144,147.534,111.29,312.44624999999996,993.4770114285714
FARM-01212,Rice,158.58,91.06,11285.45,456.84,573.6744771428573,244.04080000000002,228.42,846.40875,1892.5440271428574
FARM-01213,Rice,132.36,74.44,9229.1,509.59,478.8217542857144,199.4992,254.795,692.1825,1625.2984542857143
FARM-01214,Cotton,155.73,67.45,7960.94,337.88,563.3643985714286,180.76600000000002,168.94,597.0704999999999,1510.1408985714288
FARM-01215,Maize,180.06,92.91,5294.97,376.76,651.3799114285714,248.99880000000002,188.38,397.12275,1485.8814614285716
FARM-01216,Rice,141.35,94.16,8606.39,497.3,511.3437214285715,252.3488,248.65,645.47925,1657.8217714285715
FARM-01217,Sugarcane,211.56,102.22,17007.18,633.41,765.3334114285715,273.94960000000003,316.705,1275.5384999999999,2631.526511428571
FARM-01218,Sugarcane,231.81,80.41,19403.12,458.78,838.5892328571429,215.49880000000002,229.39,1455.234,2738.7120328571427
FARM-01219,Cotton,152.99,69.36,7791.34,436.95,553.4522528571429,185.8848,218.475,584.3505,1542.162552857143
FARM-01220,Maize,206.83,86.03,5113.11,401.52,748.2222985714286,230.56040000000002,200.76,383.48324999999994,1563.0259485714287
FARM-01221,Cotton,168.85,79.56,7180.29,433.91,610.8269357142858,213.22080000000003,216.955,538.52175,1579.5244857142857
FARM-01222,Wheat,123.53,62.62,4349.18,324.51,446.8785985714286,167.8216,162.255,326.18850000000003,1103.1436985714286
FARM-01223,Soybean,50.27,79.85,3206.63,309.52,181.85531571428572,213.998,154.76,240.49725,791.1105657142857
FARM-01224,Soybean,42.82,71.52,4181.17,252.88,154.90440857142858,191.6736,126.44,313.58774999999997,786.6057585714285
FARM-01225,Rice,148.46,79.89,10814.81,470.57,537.0646542857144,214.10520000000002,235.285,811.1107499999999,1797.5656042857142
FARM-01226,Sugarcane,236.71,75.43,16381.75,366.25,856.315332857143,202.15240000000003,183.125,1228.63125,2470.223982857143
FARM-01227,Maize,187.0,59.16,4908.91,379.2,676.4858571428572,158.5488,189.6,368.16825,1392.802907142857
FARM-01228,Rice,154.68,83.54,9944.81,427.18,559.5659485714285,223.88720000000004,213.59,745.8607499999999,1742.9038985714285
FARM-01229,Wheat,128.25,45.42,3615.32,212.51,463.95353571428575,121.72560000000001,106.255,271.149,963.0831357142857
FARM-01230,Sugarcane,235.36,111.65,16728.49,608.35,851.4316114285715,299.22200000000004,304.175,1254.6367500000001,2709.4653614285717
FARM-01231,Soybean,55.11,51.83,4381.63,261.1,199.36436142857144,138.9044,130.55,328.62225,797.4410114285715
FARM-01232,Cotton,166.62,65.41,6734.98,246.92,602.7597514285715,175.2988,123.46,505.1234999999999,1406.6420514285714
FARM-01233,Rice,129.39,81.7,9935.42,454.33,468.0775671428571,218.95600000000002,227.165,745.1564999999999,1659.355067142857
FARM-01234,Maize,190.07,58.5,4531.9,229.5,687.5918014285714,156.78,114.75,339.8925,1299.0143014285713
FARM-01235,Sugarcane,,112.83,18736.93,580.06,,302.3844,290.03,1405.26975,
FARM-01236,Maize,159.22,73.82,5097.27,318.01,575.9897228571429,197.83759999999998,159.005,382.29525,1315.1275728571427
FARM-01237,Sugarcane,204.57,78.51,17671.12,479.38,740.0465871428571,210.40680000000003,239.69,1325.3339999999998,2515.477387142857
FARM-01238,Cotton,146.67,46.36,7990.34,277.77,530.5892014285714,124.24480000000001,138.885,599.2755,1392.9945014285713
FARM-01239,Cotton,122.37,90.96,7332.62,435.76,442.6822157142858,243.7728,217.88,549.9465,1454.281515714286
FARM-01240,Maize,185.47,38.68,5252.48,193.77,670.9509728571429,103.6624,96.885,393.936,1265.434372857143
FARM-01241,Maize,164.59,63.21,5056.92,355.86,595.4160814285715,169.4028,177.93,379.269,1322.0178814285716
FARM-01242,Sugarcane,203.71,96.53,18379.78,565.42,736.9354757142858,258.7004,282.71,1378.4834999999998,2656.8293757142856
FARM-01243,Maize,193.03,93.91,4147.08,321.84,698.299812857143,251.6788,160.92,311.031,1421.929612857143
FARM-01244,Rice,140.68,85.49,9039.38,416.8,508.91994857142856,229.1132,208.4,677.9535,1624.3866485714284
FARM-01245,Rice,161.07,67.14,9889.07,523.86,582.68223,179.9352,261.93,741.68025,1766.22768
FARM-01246,Soybean,163.70947989456317,,4177.31,325.04,592.2307370528605,,162.52,313.29825,
FARM-01247,Soybean,36.9,55.06,3958.87,286.76,133.48838571428573,147.56080000000003,143.38,296.91524999999996,721.3444357142857
FARM-01248,Maize,185.66,67.13,5044.88,315.81,671.6383114285713,179.9084,157.905,378.366,1387.8177114285713
FARM-01249,Sugarcane,199.14,120.49,18303.33,596.27,720.4031742857143,322.9132,298.135,1372.7497500000002,2714.2011242857143
FARM-01250,Soybean,52.79,36.28,4458.5,136.83,190.97159571428574,97.2304,68.415,334.3875,691.0044957142858
FARM-01251,Soybean,38.72,62.59,4016.91,227.72,140.07236571428572,167.74120000000002,113.86,301.26824999999997,722.9418157142857
FARM-01252,Rice,147.47,59.74,10641.3,487.52,533.4832585714287,160.10320000000002,243.76,798.0975,1735.4439585714285
FARM-01253,Wheat,114.65,58.18,3411.92,225.16,414.7545642857143,155.9224,112.58,255.894,939.1509642857144
FARM-01254,Wheat,121.86,69.68,3736.18,,440.8372542857144,186.74240000000003,,280.21349999999995,
FARM-01255,Cotton,154.23,46.36,6834.92,245.26,557.9380414285714,124.24480000000001,122.63,512.619,1317.4318414285715
FARM-01256,Wheat,137.19,67.18,4511.74,,496.29462428571435,180.04240000000001,,338.3805,
FARM-01257,Wheat,129.11,55.56,3930.8,224.16,467.0646471428572,148.9008,112.08,294.81,1022.8554471428572
FARM-01258,Sugarcane,205.67,89.55,16103.06,563.38,744.0259157142857,239.994,281.69,1207.7295,2473.4394157142856
FARM-01259,Rice,158.1,74.02,9338.49,404.5,571.9380428571428,198.3736,202.25,700.38675,1672.9483928571428
FARM-01260,Wheat,134.95,65.97,4430.75,205.65,488.1912642857143,176.7996,102.825,332.30625,1100.1221142857144
FARM-01261,Maize,200.38,84.34,5097.77,400.98,724.8889628571428,226.0312,200.49,382.33275000000003,1533.742912857143
FARM-01262,Maize,209.18,87.01,4625.63,428.18,756.7235914285715,233.18680000000003,214.09,346.92225,1550.9226414285715
FARM-01263,Soybean,43.81,59.27,3466.51,177.76,158.48580428571432,158.8436,88.88,259.98825,666.1976542857143
FARM-01264,Wheat,114.99,60.51,3347.75,174.22,415.98453857142863,162.1668,87.11,251.08124999999998,916.3425885714286
FARM-01265,Cotton,150.66,52.01,8240.06,250.25,545.0233114285716,139.3868,125.125,618.0044999999999,1427.5396114285713
FARM-01266,Rice,144.2,89.04,10548.17,443.1,521.6537999999999,238.62720000000004,221.55,791.11275,1772.94375
FARM-01267,Sugarcane,192.41,82.92,16792.27,420.48,696.0569185714286,222.22560000000001,210.24,1259.42025,2387.942768571428
FARM-01268,Maize,199.61,74.95,5121.47,264.67,722.1034328571429,200.866,132.335,384.11025,1439.414682857143
FARM-01269,Rice,158.65,,9047.71,451.93,573.9277071428572,,225.965,678.5782499999999,
FARM-01270,Rice,145.93,73.32,,358.37,527.9121985714286,196.4976,179.185,,
FARM-01271,Soybean,41.64,60.18,3854.04,297.65,150.6356742857143,161.2824,148.825,289.053,749.7960742857142
FARM-01272,Cotton,150.55,75.25,7231.51,422.74,544.6253785714288,201.67000000000002,211.37,542.36325,1500.0286285714287
FARM-01273,Sugarcane,210.59,68.92,,400.32,761.8243671428572,184.7056,200.16,,
FARM-01274,Soybean,51.93,34.5,4297.95,136.51,187.8604842857143,92.46000000000001,68.255,322.34625,670.9217342857144
FARM-01275,Soybean,45.5,49.63,3780.86,213.57,164.5995,133.00840000000002,106.785,283.5645,687.9574
FARM-01276,Soybean,39.77,57.15,4260.51,226.82,143.87081571428575,153.162,113.41,319.53825,729.9810657142857
FARM-01277,Maize,175.0,59.15,4775.58,313.32,633.075,158.52200000000002,156.66,358.1685,1306.4255
FARM-01278,Cotton,134.95,66.05,7919.8,346.29,488.1912642857143,177.014,173.145,593.985,1432.3352642857144
FARM-01279,Sugarcane,235.3,86.65,18376.68,488.75,851.2145571428573,232.22200000000004,244.375,1378.251,2706.0625571428573
FARM-01280,Maize,174.41,49.44,4664.32,199.63,630.9406328571429,132.4992,99.815,349.82399999999996,1213.078832857143
FARM-01281,Maize,174.37,48.51,5170.85,328.32,630.79593,130.0068,164.16,387.81375,1312.77648
FARM-01282,Rice,156.54,81.84,10608.34,592.27,566.2946314285714,219.33120000000002,296.135,795.6255,1877.3863314285713
FARM-01283,Cotton,134.59,71.28,7495.71,307.06,486.88893857142864,191.03040000000001,153.53,562.1782499999999,1393.6275885714285
FARM-01284,Sugarcane,223.58,84.88,16443.01,539.93,808.8166200000001,227.4784,269.965,1233.2257499999998,2539.48577
FARM-01285,Soybean,53.07,68.89,4282.79,248.21,191.98451571428575,184.6252,124.105,321.20925,821.9239657142857
FARM-01286,Rice,140.52,70.28,11284.11,478.66,508.34113714285724,188.3504,239.33,846.30825,1782.3297871428572
FARM-01287,Cotton,133.31,71.94,7960.91,359.76,482.2584471428572,192.7992,179.88,597.0682499999999,1452.005897142857
FARM-01288,Maize,198.89,75.04,5210.74,278.43,719.4987814285714,201.10720000000003,139.215,390.8055,1450.6264814285714
FARM-01289,Sugarcane,218.52,112.64,16303.87,536.24,790.5117085714287,301.8752,268.12,1222.79025,2583.2971585714286
FARM-01290,Cotton,144.05,46.19,7527.46,248.43,521.1111642857143,123.78920000000001,124.215,564.5595,1333.6748642857142
FARM-01291,Sugarcane,192.58,91.45,15681.6,468.72,696.6719057142859,245.086,234.36,1176.12,2352.2379057142857
FARM-01292,Maize,175.61,87.59,5083.25,418.31,635.2817185714287,234.74120000000002,209.155,381.24375,1460.4216685714287
FARM-01293,Soybean,49.16,44.79,4158.77,237.41,177.8398114285714,120.0372,118.705,311.90775,728.4897614285715
FARM-01294,Cotton,150.66,74.19,7403.01,349.19,545.0233114285716,198.82920000000001,174.595,555.22575,1473.6732614285715
FARM-01295,Maize,173.18,75.46,4841.02,270.39,626.49102,202.2328,135.195,363.0765,1326.99532
FARM-01296,Wheat,132.38,61.18,4582.15,199.39,478.89410571428573,163.9624,99.695,343.66124999999994,1086.2127557142855
FARM-01297,Cotton,137.92,57.92,6202.62,320.62,498.93545142857147,155.22560000000001,160.31,465.19649999999996,1279.6675514285714
FARM-01298,Soybean,38.11,59.87,3976.46,306.43,137.86564714285714,160.4516,153.215,298.23449999999997,749.7667471428572
FARM-01299,Cotton,138.59,67.4,8393.82,383.02,501.3592242857143,180.63200000000003,191.51,629.5364999999999,1503.0377242857144
FARM-01300,Sugarcane,205.26,133.51,17556.65,685.19,742.5427114285715,357.8068,342.595,1316.74875,2759.6932614285715
FARM-01301,Rice,152.48,95.86,11267.34,486.32,551.6072914285714,256.9048,243.16,845.0504999999999,1896.7225914285714
FARM-01302,Cotton,137.08,60.73,8474.77,317.77,495.8966914285715,162.7564,158.885,635.60775,1453.1458414285717
FARM-01303,Sugarcane,191.41,117.01,17006.96,488.17,692.4393471428572,313.58680000000004,244.085,1275.522,2525.633147142857
FARM-01304,Cotton,146.25,69.63,7233.04,364.46,529.0698214285715,186.6084,182.23,542.478,1440.3862214285714
FARM-01305,Soybean,38.76,53.34,4684.82,262.05,140.21706857142857,142.95120000000003,131.025,351.3615,765.5547685714286
FARM-01306,Maize,179.94,49.59,5019.03,263.75,650.945802857143,132.90120000000002,131.875,376.42724999999996,1292.149252857143
FARM-01307,Maize,187.2,58.32,5465.24,310.88,677.2093714285713,156.29760000000002,155.44,409.893,1398.8399714285713
FARM-01308,Wheat,128.96,38.21,3412.85,187.29,466.52201142857143,102.40280000000001,93.645,255.96374999999998,918.5335614285715
FARM-01309,Wheat,121.39,40.38,4138.84,185.01,439.1369957142858,108.21840000000002,92.505,310.413,950.2733957142858
FARM-01310,Wheat,127.49,34.58,4521.97,143.17,461.2041814285715,92.6744,71.585,339.14775000000003,964.6113314285715
FARM-01311,Wheat,111.19,46.37,3635.32,218.81,402.23776714285725,124.2716,109.405,272.649,908.5633671428573
FARM-01312,Sugarcane,202.71,115.08,17771.17,535.96,733.3179042857143,308.4144,267.98,1332.83775,2642.5500542857144
FARM-01313,Sugarcane,200.23,109.35,16381.12,659.71,724.3463271428571,293.058,329.855,1228.584,2575.8433271428576
FARM-01314,Soybean,50.47,51.03,3423.49,264.44,182.57882999999998,136.7604,132.22,256.76174999999995,708.32098
FARM-01315,Soybean,45.88,64.67,4134.53,240.7,165.97417714285714,173.31560000000002,120.35,310.08975,769.7295271428571
FARM-01316,Rice,148.58,93.77,8960.53,366.06,537.4987628571429,251.30360000000002,183.03,672.03975,1643.8721128571428
FARM-01317,Rice,153.71,66.14,10718.6,357.75,556.0569042857144,177.2552,178.875,803.895,1716.0821042857144
FARM-01318,Maize,,91.16,5228.91,303.13,,244.30880000000002,151.565,392.16825,
FARM-01319,Sugarcane,208.39,,17401.4,601.41,753.86571,,300.705,1305.105,
FARM-01320,Rice,148.73,58.68,9871.56,330.41,538.0413985714287,157.2624,165.205,740.367,1600.8757985714287
FARM-01321,Cotton,150.15,61.69,7728.97,308.76,543.17835,165.32920000000001,154.38,579.67275,1442.5603
FARM-01322,Rice,,58.51,9955.4,451.84,,156.8068,225.92,746.655,
FARM-01323,Wheat,107.06,61.44,3617.28,,387.29719714285716,164.6592,,271.296,
FARM-01324,Rice,157.76,84.16,10111.69,418.2,570.7080685714286,225.5488,209.1,758.37675,1763.7336185714287
FARM-01325,Sugarcane,228.33,87.46,17179.86,537.66,826.0000842857144,234.3928,268.83,1288.4895,2617.7123842857145
FARM-01326,Maize,196.08,75.44,5250.19,344.71,709.3334057142858,202.1792,172.355,393.76424999999995,1477.6318557142858
FARM-01327,Soybean,45.11,51.36,3413.81,258.75,163.18864714285718,137.6448,129.375,256.03575,686.2441971428572
FARM-01328,Rice,148.98,67.87,11352.15,446.29,538.9457914285715,181.8916,223.145,851.41125,1795.3936414285715
FARM-01329,Soybean,,70.06,4250.58,256.33,,187.76080000000002,128.165,318.7935,
FARM-01330,Maize,168.95,60.81,5186.58,222.93,611.1886928571429,162.97080000000003,111.465,388.9935,1274.617992857143
FARM-01331,Soybean,46.14,65.72,3448.35,241.36,166.91474571428574,176.1296,120.68,258.62624999999997,722.3505957142858
FARM-01332,Wheat,,51.87,3834.87,156.52,,139.01160000000002,78.26,287.61525,
FARM-01333,Wheat,123.06,52.48,3559.95,158.55,445.17834000000005,140.6464,79.275,266.99625,932.09599
FARM-01334,Wheat,103.91,50.92,15913.714298525974,232.34,375.90184714285715,136.46560000000002,116.17,1193.528572389448,1822.0660195323053
FARM-01335,Sugarcane,232.57,70.88,16920.43,377.28,841.3385871428573,189.9584,188.64,1269.03225,2488.9692371428573
FARM-01336,Maize,196.67,,4880.68,339.88,711.4677728571428,,169.94,366.051,
FARM-01337,Maize,208.63,79.14,13370.84875829835,409.56,754.7339271428573,212.0952,204.78,1002.8136568723762,2174.4227840152334
FARM-01338,Maize,174.72,72.69,5096.41,329.97,632.0620799999999,194.8092,164.985,382.23075,1374.08703
FARM-01339,Sugarcane,216.9,98.55,17462.35,582.31,784.651242857143,264.11400000000003,291.155,1309.6762499999998,2649.596492857143
FARM-01340,Cotton,161.77,64.51,7161.65,701.9687444713869,585.2145300000001,172.88680000000002,350.98437223569346,537.12375,1646.2094522356936
FARM-01341,Sugarcane,205.96,89.37,16556.54,676.93,745.0750114285714,239.51160000000002,338.465,1241.7405,2564.792111428572
FARM-01342,Wheat,143.77,73.92,,253.04,520.0982442857144,198.1056,126.52,,
FARM-01343,Sugarcane,240.08,92.42,18293.77,616.66,868.5065485714285,247.68560000000002,308.33,1372.03275,2796.5548985714286
FARM-01344,Maize,171.43,68.38,4596.63,417.72,620.1602700000001,183.2584,208.86,344.74725,1357.02592
FARM-01345,Sugarcane,200.34,79.45,15514.2,628.33,724.74426,212.92600000000002,314.165,1163.565,2415.4002600000003
FARM-01346,Rice,134.33,83.02,9454.92,492.67,485.9483700000001,222.49360000000001,246.335,709.119,1663.89597
FARM-01347,Sugarcane,198.57,105.38,15135.11,577.71,718.3411585714287,282.4184,288.855,1135.13325,2424.747808571429
FARM-01348,Sugarcane,223.86,99.44,17877.94,557.63,809.8295400000002,266.49920000000003,278.815,1340.8455,2695.98924
FARM-01349,Soybean,53.05,71.59,4676.73,,191.91216428571428,191.86120000000003,,350.75474999999994,
FARM-01350,Cotton,144.58,62.26,7547.86,376.81,523.0284771428572,166.8568,188.405,566.0894999999999,1444.3797771428572
FARM-01351,Soybean,42.6,59.66,13182.859086986064,250.19,154.10854285714288,159.8888,125.095,988.7144315239548,1427.8067743810975
FARM-01352,Sugarcane,215.64,92.24,16740.26,527.43,780.0931028571429,247.2032,263.715,1255.5194999999999,2546.5308028571426
FARM-01353,Cotton,150.62,63.17,7931.64,297.29,544.8786085714287,169.2956,148.645,594.873,1457.6922085714286
FARM-01354,Sugarcane,208.68,137.73,17381.13,659.16,754.9148057142856,369.1164,329.58,1303.58475,2757.1959557142854
FARM-01355,Rice,136.09,92.46,10478.25,513.77,492.31529571428575,247.7928,256.885,785.86875,1782.8618457142857
FARM-01356,Rice,169.26,243.56311615350785,9730.81,559.42,612.31014,652.7491512914011,279.71,729.81075,2274.5800412914014
FARM-01357,Rice,174.54,70.03,9858.92,397.67,631.4109171428571,187.68040000000002,198.835,739.419,1757.3453171428573
FARM-01358,Sugarcane,203.41,116.39,18619.21,694.0,735.8502042857142,311.9252,347.0,1396.44075,2791.216154285714
FARM-01359,Rice,170.63,57.75,9553.74,296.95,617.2662128571429,154.77,148.475,716.5305,1637.041712857143
FARM-01360,Sugarcane,227.18,90.66,17511.74,529.44,821.8398771428572,242.96880000000002,264.72,1313.3805,2642.9091771428575
FARM-01361,Sugarcane,227.49,108.11,17214.83,639.24,822.9613242857145,289.7348,319.62,1291.1122500000001,2723.4283742857147
FARM-01362,Maize,184.51,92.18,5347.11,430.76,667.4781042857143,247.04240000000004,215.38,401.03324999999995,1530.9337542857143
FARM-01363,Soybean,50.64,47.22,3326.42,205.79,183.19381714285714,126.5496,102.895,249.48149999999998,662.119917142857
FARM-01364,Soybean,39.78,43.64,3590.32,268.54,143.90699142857142,116.9552,134.27,269.274,664.4061914285714
FARM-01365,Soybean,47.87,61.44,3714.98,322.66,173.17314428571427,164.6592,161.33,278.6235,777.7858442857143
FARM-01366,Soybean,52.86,63.16,3640.5,253.04,191.2248257142857,169.2688,126.52,273.03749999999997,760.0511257142857
FARM-01367,Sugarcane,234.95,113.45,16626.97,614.81,849.9484071428571,304.04600000000005,307.405,1247.02275,2708.422157142857
FARM-01368,Maize,183.9,83.17,4503.15,307.46,665.2713857142858,222.89560000000003,153.73,337.73625,1379.6332357142858
FARM-01369,Wheat,126.26,68.81,13926.11356171805,260.96,456.75456857142865,184.41080000000002,130.48,1044.4585171288536,1816.1038857002823
FARM-01370,Soybean,49.05,39.91,4229.31,154.59,177.44187857142856,106.9588,77.295,317.19825000000003,678.8939285714287
FARM-01371,Sugarcane,233.19,83.09,16648.32,362.98,843.5814814285716,222.68120000000002,181.49,1248.624,2496.376681428572
FARM-01372,Rice,149.91,89.58,9878.77,563.44,542.3101328571429,240.0744,281.72,740.90775,1805.012282857143
FARM-01373,Soybean,47.2,51.62,4543.07,212.0,170.74937142857146,138.3416,106.0,340.73024999999996,755.8212214285714
FARM-01374,Wheat,111.25,40.36,3486.06,252.12,402.45482142857145,108.1648,126.06,261.4545,898.1341214285715
FARM-01375,Wheat,135.68,54.67,3735.97,240.35,490.83209142857146,146.5156,120.175,280.19775,1037.7204414285713
FARM-01376,Rice,149.12,85.81,10233.78,454.23,539.4522514285716,229.97080000000003,227.115,767.5335,1764.0715514285716
FARM-01377,Soybean,54.22,61.36,4502.71,206.09,196.14472285714288,164.44480000000001,103.045,337.70324999999997,801.3377728571429
FARM-01378,Sugarcane,191.4,84.38,18267.26,669.69,692.4031714285716,226.1384,334.845,1370.0444999999997,2623.431071428571
FARM-01379,Sugarcane,223.14,136.69,16576.34,700.48,807.2248885714287,366.3292,350.24,1243.2255,2767.0195885714284
FARM-01380,Wheat,128.38,48.29,,182.82,464.42382,129.4172,91.41,,
FARM-01381,Rice,139.73,78.68,10628.94,643.72,505.48325571428575,210.86240000000004,321.86,797.1705000000001,1835.3761557142861
FARM-01382,Wheat,136.57,28.0,4396.92,105.0,494.05173,75.04,52.5,329.769,951.36073
FARM-01383,Soybean,50.38,49.36,4643.45,257.99,182.25324857142857,132.28480000000002,128.995,348.25874999999996,791.7917985714286
FARM-01384,Cotton,143.16,54.23,8683.38,291.92,517.8915257142858,145.3364,145.96,651.2534999999999,1460.4414257142857
FARM-01385,Soybean,44.45,65.25,3525.61,250.07,160.80105000000003,174.87,125.035,264.42075,725.1268
FARM-01386,Sugarcane,209.61,83.96,16218.32,428.67,758.2791471428573,225.0128,214.335,1216.374,2414.0009471428575
FARM-01387,Sugarcane,204.51,103.44,17604.91,609.08,739.8295328571429,277.2192,304.54,1320.36825,2641.956982857143
FARM-01388,Cotton,169.88,72.2,7579.44,477.96,614.5530342857144,193.496,238.98,568.458,1615.4870342857143
FARM-01389,Soybean,33.39,236.0790276426346,4562.23,240.41,120.79071000000002,632.6917940822608,120.205,342.16724999999997,1215.8547540822608
FARM-01390,Sugarcane,214.61,100.09,17850.79,557.07,776.3670042857143,268.24120000000005,278.535,1338.80925,2661.9524542857143
FARM-01391,Maize,638.1552943691818,62.22,5262.23,282.87,2308.5723599015414,166.74960000000002,141.435,394.66724999999997,3011.4242099015414
FARM-01392,Sugarcane,209.42,82.93,17075.92,559.56,757.5918085714286,222.25240000000002,279.78,1280.6939999999997,2540.3182085714284
FARM-01393,Maize,192.06,89.83,5567.1,395.81,694.7907685714285,240.7444,197.905,417.5325,1550.9726685714286
FARM-01394,Rice,146.31,88.84,,520.97,529.2868757142858,238.09120000000001,260.485,,
FARM-01395,Soybean,41.06,58.1,4454.59,209.45,148.5374828571429,155.70800000000003,104.725,334.09425,743.0647328571429
FARM-01396,Sugarcane,208.16,84.13,17395.33,450.41,753.0336685714286,225.4684,225.205,1304.64975,2508.3568185714284
FARM-01397,Soybean,58.42,65.86,3167.24,274.95,211.33852285714286,176.50480000000002,137.475,237.54299999999998,762.8613228571429
FARM-01398,Cotton,143.38,63.79,7411.33,276.63,518.6873914285715,170.9572,138.315,555.84975,1383.8093414285713
FARM-01399,Wheat,131.78,57.03,3805.92,207.77,476.7235628571429,152.84040000000002,103.885,285.444,1018.892962857143
FARM-01400,Maize,210.37,86.12,16473.886182705217,336.77,761.0285014285714,230.80160000000004,168.385,1235.5414637028912,2395.7565651314626
FARM-01401,Rice,177.14,92.48,9956.33,367.94,640.8166028571428,247.84640000000002,183.97,746.72475,1819.3577528571427
FARM-01402,Soybean,54.87,50.63,4533.69,166.49,198.4961442857143,135.6884,83.245,340.02674999999994,757.4562942857142
FARM-01403,Cotton,149.54,64.79,7577.32,510.76,540.9716314285714,173.63720000000004,255.38,568.299,1538.2878314285713
FARM-01404,Maize,158.76,57.48,4472.24,177.91,574.32564,154.0464,88.955,335.41799999999995,1152.74504
FARM-01405,Maize,188.84,52.78,5711.58,237.22,683.1421885714285,141.4504,118.61,428.3685,1371.5710885714284
FARM-01406,Maize,179.79,62.15,4978.81,328.43,650.4031671428572,166.562,164.215,373.41075,1354.5909171428573
FARM-01407,Sugarcane,216.66,105.52,18344.97,540.03,783.7830257142857,282.7936,270.015,1375.87275,2712.464375714286
FARM-01408,Rice,152.96,83.12,10434.22,433.58,553.3437257142858,222.76160000000002,216.79,782.5664999999999,1775.4618257142856
FARM-01409,Rice,165.2,,9514.97,357.99,597.6228000000001,,178.995,713.6227499999999,
FARM-01410,Soybean,54.52,63.84,3465.48,176.49,197.2299942857143,171.09120000000001,88.245,259.911,716.4771942857144
FARM-01411,Maize,156.3,47.44,5166.63,264.26,565.4264142857144,127.1392,132.13,387.49725,1212.1928642857142
FARM-01412,Maize,207.89,85.32,4577.16,386.42,752.0569242857143,228.6576,193.21,343.287,1517.2115242857144
FARM-01413,Sugarcane,208.45,68.38,17392.29,531.93,754.0827642857143,183.2584,265.965,1304.42175,2507.727914285714
FARM-01414,Wheat,117.93,36.68,4377.46,188.49,426.6201985714286,98.3024,94.245,328.3095,947.4770985714285
FARM-01415,Rice,146.75,96.58,8727.07,468.83,530.8786071428573,258.8344,234.415,654.5302499999999,1678.658257142857
FARM-01416,Cotton,156.85,80.93,7885.22,435.22,567.4160785714287,216.89240000000004,217.61,591.3915,1593.3099785714287
FARM-01417,Wheat,117.71,68.74,4444.93,321.6,425.82433285714285,184.2232,160.8,333.36975,1104.217282857143
FARM-01418,Wheat,116.86,54.82,3605.28,227.52,422.74939714285716,146.91760000000002,113.76,270.396,953.8229971428573
FARM-01419,Rice,133.75,46.76,9792.57,318.08,483.85017857142867,125.3168,159.04,734.4427499999999,1502.6497285714286
FARM-01420,Soybean,47.54,67.49,3525.29,195.58,171.97934571428573,180.8732,97.79,264.39675,715.0392957142858
FARM-01421,Rice,143.71,71.89,10357.83,379.67,519.8811900000001,192.66520000000003,189.835,776.8372499999999,1679.21864
FARM-01422,Cotton,148.64,69.4,6504.13,427.75,537.7158171428571,185.99200000000002,213.875,487.80975,1425.392567142857
FARM-01423,Maize,202.07,63.79,4852.42,246.28,731.0026585714286,170.9572,123.14,363.93149999999997,1389.0313585714287
FARM-01424,Cotton,149.16,73.64,7251.51,403.79,539.5969542857143,197.35520000000002,201.895,543.86325,1482.7104042857145
FARM-01425,Wheat,127.64,59.2,4018.16,262.01,461.74681714285725,158.656,131.005,301.36199999999997,1052.7698171428572
FARM-01426,Soybean,36.51,56.52,3713.25,235.95,132.07753285714284,151.4736,117.975,278.49375,680.0198828571429
FARM-01427,Maize,192.3,68.31,5008.07,265.3,695.6589857142858,183.07080000000002,132.65,375.60524999999996,1386.9850357142857
FARM-01428,Wheat,128.1,51.81,3975.53,197.99,463.4109,138.85080000000002,98.995,298.16475,999.42145
FARM-01429,Cotton,158.49,38.62,7162.36,287.05,573.3488957142858,103.5016,143.525,537.1769999999999,1357.5524957142857
FARM-01430,Wheat,115.87,69.46,4729.89,315.17,419.1680014285715,186.15279999999998,157.585,354.74175,1117.6475514285717
FARM-01431,Maize,198.16,70.29,5035.4,354.1,716.8579542857143,188.37720000000002,177.05,377.655,1459.9401542857142
FARM-01432,Wheat,147.46,50.9,4765.32,203.2,533.447082857143,136.412,101.6,357.39899999999994,1128.858082857143
